,player_name,player_age,Total_kills,Headshot_in_%,Total_deaths,Kills_deaths,Damage_in_Round,Grenade_dmg_in_Round,Maps_played,Rounds_played,Kills_in_round,Assists_in_round,Deaths_in_round,Saved_by_teammate_in_round,Saved_teammates_in_round,Rating
1643,Duck,23.0,339,52.5,356,0.95,76.6,3.3,20,493,0.69,0.14,0.72,0.1,0.13,1.02
1644,LETHAL,25.0,583,42.7,588,0.99,77.1,3.0,33,860,0.68,0.15,0.68,0.09,0.12,1.03
1645,RpK,32.0,26056,50.7,26673,0.98,72.1,2.9,1499,39100,0.67,0.13,0.68,0.11,0.11,0.97
1646,SPELLAN,24.0,24573,39.6,24808,0.99,74.1,5.4,1430,37438,0.66,0.13,0.66,0.08,0.08,1.03
1647,tge,24.0,1759,55.3,1789,0.98,74.7,3.8,101,2608,0.67,0.12,0.69,0.1,0.1,1.03
1648,bandit,18.0,900,50.2,931,0.97,73.4,3.0,53,1397,0.64,0.14,0.67,0.12,0.12,1.02
1649,henkka,28.0,578,49.0,595,0.97,77.3,3.7,31,835,0.69,0.15,0.71,0.08,0.09,0.97
1650,Wilky,21.0,3658,53.7,3770,0.97,76.7,3.1,207,5243,0.7,0.14,0.72,0.1,0.12,1.03
1651,kasi,20.0,487,48.3,508,0.96,75.5,5.7,27,723,0.67,0.14,0.7,0.08,0.11,1.0
1652,meko,22.0,711,50.9,726,0.98,72.7,4.8,40,1061,0.67,0.11,0.68,0.09,0.09,0.97
1653,mono,26.0,11609,44.6,11617,1.0,75.6,5.7,660,17625,0.66,0.13,0.66,0.07,0.09,0.97
1654,viz,20.0,4833,51.1,4883,0.99,72.4,4.5,279,7299,0.66,0.13,0.67,0.12,0.1,1.05
1655,guishorro,28.0,5891,42.9,6238,0.94,75.7,2.5,331,8472,0.7,0.12,0.74,0.09,0.07,0.97
1656,fostar,21.0,4034,48.5,4058,0.99,74.9,4.4,232,6134,0.66,0.13,0.66,0.1,0.11,1.04
1657,Pechyn,23.0,3247,52.6,3338,0.97,74.9,4.2,179,4840,0.67,0.13,0.69,0.11,0.11,1.03
1658,FATAL,25.0,2522,51.7,2620,0.96,75.2,3.4,146,3724,0.68,0.13,0.7,0.11,0.12,1.02
1659,dangeR,21.0,4339,44.3,4429,0.98,73.1,4.1,255,6656,0.65,0.15,0.67,0.11,0.1,1.02
1660,viridian,21.0,1826,29.9,1853,0.99,72.8,2.9,107,2752,0.66,0.12,0.67,0.1,0.11,1.02
1661,Bowen,22.0,762,44.1,765,1.0,72.0,4.0,44,1154,0.66,0.13,0.66,0.12,0.12,1.04
1662,Laski,25.0,2608,48.5,2634,0.99,74.6,3.7,151,3886,0.67,0.14,0.68,0.11,0.12,1.04
1663,Viktor,25.0,379,46.2,393,0.96,72.0,3.4,22,560,0.68,0.11,0.7,0.08,0.09,0.99
1664,Clash,26.0,943,48.8,952,0.99,73.2,4.7,54,1438,0.66,0.13,0.66,0.11,0.11,1.03
1665,Roninbaby,18.0,1954,61.3,2039,0.96,73.6,2.5,107,2843,0.69,0.1,0.72,0.11,0.09,1.01
1666,GaBi,22.0,595,41.8,612,0.97,73.9,3.4,36,867,0.69,0.13,0.71,0.08,0.1,1.02
1667,Twinkey,21.0,590,43.6,623,0.95,77.4,4.5,32,850,0.69,0.14,0.73,0.11,0.1,1.02
1668,SeokE,20.0,2272,44.7,2304,0.99,67.9,3.1,138,3537,0.64,0.11,0.65,0.11,0.11,1.01
1669,AlekS,20.0,3746,49.7,3867,0.97,74.1,3.8,214,5586,0.67,0.14,0.69,0.1,0.1,1.03
1670,JUSTCAUSE,26.0,6195,47.1,6420,0.96,75.9,3.4,352,9064,0.68,0.14,0.71,0.1,0.1,1.03
1673,DemQQ,20.0,5863,53.3,5977,0.98,75.9,5.5,333,8771,0.67,0.14,0.68,0.1,0.09,1.05
1674,epok,25.0,635,44.9,673,0.94,78.2,3.6,37,927,0.69,0.16,0.73,0.11,0.1,1.08
1675,ongline,27.0,832,49.5,863,0.96,77.8,3.5,46,1180,0.71,0.13,0.73,0.14,0.15,1.04
1676,joshbM,31.0,2723,40.7,2828,0.96,78.0,2.1,147,3857,0.71,0.13,0.73,0.1,0.12,0.97
1677,feLiZnOJkE,25.0,419,51.1,423,0.99,72.7,5.7,26,649,0.65,0.15,0.65,0.1,0.08,1.01
1678,BrN,22.0,2894,35.8,2916,0.99,70.8,3.4,166,4382,0.66,0.12,0.67,0.1,0.11,1.0
1679,Jewelry,35.0,5338,43.6,5521,0.97,75.7,3.3,301,7711,0.69,0.12,0.72,0.08,0.08,0.97
1680,cAmyy,30.0,694,34.3,700,0.99,69.3,2.1,43,1051,0.66,0.09,0.67,0.09,0.11,0.97
1681,shaiK,19.0,732,44.4,741,0.99,69.8,2.7,41,1111,0.66,0.1,0.67,0.09,0.1,1.01
1683,hypathor,26.0,1043,41.6,1077,0.97,79.0,4.9,61,1513,0.69,0.16,0.71,0.13,0.09,0.97
1684,CoJoMo,19.0,338,21.9,347,0.97,68.0,2.9,20,503,0.67,0.11,0.69,0.11,0.12,0.99
1685,ANASTAZE,21.0,1046,53.0,1151,0.91,79.9,3.2,55,1477,0.71,0.15,0.78,0.09,0.09,1.01
1686,sinnopsyy,26.0,10125,57.6,10587,0.96,78.7,5.4,547,14724,0.69,0.13,0.72,0.08,0.07,1.03
1687,k-lee,23.0,589,44.3,608,0.97,78.4,5.3,31,868,0.68,0.15,0.7,0.1,0.09,1.03
1688,leman,24.0,7605,51.7,7706,0.99,71.9,4.0,431,11582,0.66,0.13,0.67,0.1,0.12,0.97
1689,Ailey,22.0,594,51.2,606,0.98,77.6,5.6,33,857,0.69,0.17,0.71,0.11,0.11,1.05
1690,jmqa,24.0,16152,51.0,16425,0.98,73.8,4.4,922,24189,0.67,0.13,0.68,0.09,0.08,0.97
1691,maak,27.0,3950,50.6,4115,0.96,76.6,3.5,223,5866,0.67,0.14,0.7,0.09,0.09,0.97
1692,pd,23.0,1049,50.0,1097,0.96,74.5,3.1,58,1520,0.69,0.14,0.72,0.1,0.11,1.01
1693,kustoM,31.0,1875,44.9,1899,0.99,73.7,4.7,112,2821,0.66,0.14,0.67,0.08,0.1,0.97
1694,rdO,25.0,1365,33.9,1404,0.97,72.7,3.7,78,2015,0.68,0.15,0.7,0.11,0.09,0.97
1695,propleh,25.0,6836,49.2,6938,0.99,74.2,4.3,387,10295,0.66,0.14,0.67,0.1,0.11,1.03
1696,McDuck,31.0,566,32.9,566,1.0,74.8,3.0,32,828,0.68,0.12,0.68,0.1,0.1,1.05
1697,Sliimey,16.0,456,34.6,467,0.98,71.1,2.6,27,687,0.66,0.1,0.68,0.09,0.12,1.02
1698,disk0,23.0,947,49.3,979,0.97,75.1,2.0,50,1368,0.69,0.12,0.72,0.09,0.11,1.01
1700,Templ,21.0,3004,53.3,3056,0.98,72.6,3.2,173,4558,0.66,0.13,0.67,0.09,0.1,1.02
1701,Millz,26.0,957,33.5,956,1.0,69.2,3.7,55,1476,0.65,0.11,0.65,0.09,0.08,1.02
1703,Ag1l,18.0,645,50.4,639,1.01,72.0,5.0,40,995,0.65,0.12,0.64,0.09,0.09,1.02
1704,adamS,20.0,1820,39.3,1862,0.98,75.4,5.6,102,2772,0.66,0.14,0.67,0.1,0.1,1.03
1705,KriLLe,24.0,1940,45.7,1975,0.98,75.0,4.1,108,2891,0.67,0.13,0.68,0.12,0.11,1.04
1707,Adlane,28.0,1254,32.2,1248,1.0,68.0,2.9,72,1888,0.66,0.1,0.66,0.09,0.08,1.03
1708,TiramisU,31.0,817,37.2,850,0.96,80.3,1.3,46,1160,0.7,0.15,0.73,0.1,0.1,0.97
1709,seb,30.0,10456,45.5,10680,0.98,76.0,4.1,603,15586,0.67,0.15,0.69,0.11,0.11,0.97
1710,Fadey,23.0,10090,55.1,10617,0.95,76.0,3.7,571,14599,0.69,0.13,0.73,0.12,0.1,0.97
1711,b0bbzki,27.0,4926,56.1,5166,0.95,73.4,4.1,278,7248,0.68,0.12,0.71,0.11,0.1,0.97
1713,Keoz,20.0,13932,54.9,14497,0.96,75.1,4.9,774,20576,0.68,0.13,0.7,0.1,0.09,1.03
1714,Tusi,19.0,615,55.9,643,0.96,74.6,3.7,33,902,0.68,0.13,0.71,0.1,0.1,1.03
1715,TMB,19.0,10851,47.7,11163,0.97,77.8,7.3,609,16241,0.67,0.16,0.69,0.1,0.09,1.05
1716,jokes,24.0,2312,55.3,2375,0.97,73.0,3.4,134,3448,0.67,0.13,0.69,0.1,0.08,1.01
1717,keen,21.0,1747,43.3,1824,0.96,75.0,3.4,92,2548,0.69,0.13,0.72,0.09,0.11,1.02
1718,whatz,25.0,2428,45.6,2482,0.98,73.0,4.8,139,3720,0.65,0.13,0.67,0.1,0.11,1.04
1719,arrozdoce,19.0,859,60.2,910,0.94,73.2,3.9,49,1291,0.67,0.11,0.7,0.11,0.1,1.01
1720,minet,30.0,525,36.4,533,0.98,70.9,2.6,31,765,0.69,0.09,0.7,0.08,0.07,0.97
1721,luchov,20.0,1078,63.4,1138,0.95,75.2,3.3,59,1560,0.69,0.12,0.73,0.09,0.11,1.02
1722,oskarish,24.0,16766,50.7,17070,0.98,70.6,4.2,963,25655,0.65,0.12,0.67,0.1,0.1,0.97
1723,Leomonster,18.0,3478,55.2,3674,0.95,76.4,5.6,193,5064,0.69,0.14,0.73,0.11,0.09,1.05
1724,Drea3er,27.0,6898,53.9,7172,0.96,74.2,2.6,395,10159,0.68,0.13,0.71,0.09,0.1,1.02
1725,Snyder,24.0,408,27.9,433,0.94,70.5,2.3,23,594,0.69,0.1,0.73,0.08,0.09,1.01
1726,KIPSIk,33.0,1738,51.2,1794,0.97,69.5,3.7,100,2616,0.66,0.16,0.69,0.09,0.08,0.97
1727,meztal,21.0,699,60.2,725,0.96,71.5,3.9,40,1068,0.65,0.12,0.68,0.11,0.09,1.0
1728,kUcheR,33.0,14944,44.0,15089,0.99,74.2,2.6,852,22314,0.67,0.15,0.68,0.1,0.1,0.97
1729,reN,20.0,1273,50.0,1268,1.0,71.1,2.9,72,1915,0.66,0.11,0.66,0.09,0.11,1.0
1730,glaVed,19.0,909,45.2,924,0.98,71.5,4.4,53,1374,0.66,0.08,0.67,0.08,0.08,0.99
1731,STANNISLAW,21.0,1274,27.5,1300,0.98,66.8,3.2,74,1990,0.64,0.1,0.65,0.09,0.09,1.0
1732,MITSARAS,28.0,394,45.7,413,0.95,72.6,4.8,24,584,0.67,0.16,0.71,0.12,0.07,0.97
1734,CYPHER,18.0,1723,49.2,1805,0.95,77.6,3.8,95,2522,0.68,0.14,0.72,0.12,0.1,1.07
1735,azak,24.0,821,57.4,848,0.97,75.5,2.8,45,1191,0.69,0.13,0.71,0.09,0.08,0.97
1736,H0land,19.0,458,64.8,457,1.0,66.4,2.7,27,718,0.64,0.1,0.64,0.11,0.13,0.99
1737,stamina,22.0,2496,52.6,2572,0.97,73.5,4.3,145,3749,0.67,0.13,0.69,0.07,0.09,1.0
1738,stk,25.0,10034,42.0,10257,0.98,74.5,3.0,591,15136,0.66,0.15,0.68,0.13,0.11,1.05
1739,wiz,20.0,6526,28.8,6598,0.99,69.5,4.4,375,9954,0.66,0.1,0.66,0.09,0.1,1.01
1740,PKL,27.0,17994,52.2,18376,0.98,74.3,3.9,1045,27296,0.66,0.14,0.67,0.1,0.09,0.97
1742,v1z3r,21.0,346,54.0,354,0.98,73.0,2.8,20,522,0.66,0.13,0.68,0.09,0.13,1.0
1743,kAyle,21.0,860,46.0,898,0.96,74.6,2.4,49,1258,0.68,0.14,0.71,0.13,0.14,1.04
1744,ELUSIVE,28.0,6410,43.9,6354,1.01,69.6,3.6,397,10059,0.64,0.14,0.63,0.1,0.11,0.97
1745,LTN,22.0,1720,48.5,1791,0.96,72.7,1.6,96,2509,0.69,0.13,0.71,0.09,0.09,0.97
1746,raizen,26.0,963,45.1,995,0.97,75.9,4.4,54,1444,0.67,0.16,0.69,0.09,0.1,1.02
1747,nafany,20.0,14359,51.3,14881,0.96,74.8,4.8,806,21426,0.67,0.14,0.69,0.1,0.08,1.04
1749,shipka,24.0,425,36.7,430,0.99,75.0,4.1,24,640,0.66,0.17,0.67,0.1,0.1,1.04
1750,kRaSnaL,18.0,1371,47.6,1436,0.95,76.2,4.9,74,2023,0.68,0.13,0.71,0.11,0.1,1.03
1751,bENITA,29.0,2979,46.0,3111,0.96,76.3,3.2,175,4390,0.68,0.15,0.71,0.11,0.09,0.97
1752,mnL,33.0,2580,44.5,2658,0.97,68.5,4.0,153,3912,0.66,0.14,0.68,0.08,0.09,0.97
1753,sava9e,23.0,916,41.0,932,0.98,75.0,5.7,52,1379,0.66,0.15,0.68,0.12,0.14,1.03
1754,bsd,21.0,468,30.8,481,0.97,67.3,2.8,26,710,0.66,0.08,0.68,0.09,0.09,0.99
1755,BASE,22.0,1942,43.2,2022,0.96,80.0,5.1,108,2772,0.7,0.15,0.73,0.11,0.09,1.05
1756,JALLU,31.0,1391,55.9,1423,0.98,72.2,8.1,79,2085,0.67,0.17,0.68,0.11,0.1,0.97
1757,sterling,22.0,2574,47.6,2689,0.96,75.0,4.5,150,3830,0.67,0.14,0.7,0.1,0.12,1.02
1758,flAme,25.0,2334,59.3,2427,0.96,73.7,2.1,128,3432,0.68,0.1,0.71,0.09,0.1,0.99
1759,Feagleyy,22.0,868,56.1,890,0.98,71.5,3.4,53,1331,0.65,0.13,0.67,0.1,0.1,0.99
1760,Aree,23.0,2758,47.8,2824,0.98,74.0,5.9,158,4154,0.66,0.13,0.68,0.11,0.12,1.03
1761,ARTeMis,27.0,601,41.1,630,0.95,79.6,3.1,33,857,0.7,0.16,0.74,0.08,0.09,1.05
1762,Retla,20.0,2358,50.9,2440,0.97,72.1,2.2,130,3484,0.68,0.12,0.7,0.11,0.11,1.0
1763,ribbi,32.0,1185,47.4,1197,0.99,70.4,1.5,72,1784,0.66,0.12,0.67,0.09,0.09,0.97
1764,M0N3Y,28.0,1635,32.5,1672,0.98,72.5,3.0,96,2428,0.67,0.13,0.69,0.11,0.12,1.02
1765,luckeRRR,25.0,2420,31.2,2463,0.98,68.7,2.9,142,3688,0.66,0.1,0.67,0.08,0.09,0.97
1766,benny,25.0,3763,39.8,3881,0.97,76.1,5.0,219,5640,0.67,0.15,0.69,0.11,0.1,1.03
1767,xek,27.0,2202,37.7,2293,0.96,74.9,4.1,127,3278,0.67,0.13,0.7,0.09,0.08,0.97
1768,exhie,22.0,1221,43.2,1283,0.95,78.4,4.3,67,1739,0.7,0.13,0.74,0.1,0.1,1.04
1769,Aleksib,24.0,16442,39.3,16609,0.99,75.3,8.5,959,25352,0.65,0.17,0.66,0.11,0.1,0.97
1770,floweaN,18.0,2564,50.0,2550,1.01,69.4,4.5,149,4076,0.63,0.11,0.63,0.08,0.08,1.0
1771,pl1xx,24.0,1425,48.2,1486,0.96,76.9,4.4,78,2085,0.68,0.14,0.71,0.09,0.11,1.0
1772,Hendy,27.0,1318,49.1,1366,0.96,79.6,4.7,71,1878,0.7,0.15,0.73,0.11,0.12,1.05
1773,CEpr,28.0,526,50.2,531,0.99,72.6,5.3,33,790,0.67,0.13,0.67,0.09,0.09,0.97
1774,alexsomfan,27.0,2982,47.6,3034,0.98,73.1,4.2,169,4541,0.66,0.13,0.67,0.1,0.1,0.97
1775,DrqkoN,26.0,1012,32.5,1028,0.98,69.8,2.9,58,1570,0.64,0.12,0.65,0.09,0.09,1.01
1776,Slaxx,20.0,1674,44.0,1679,1.0,71.9,4.4,95,2559,0.65,0.14,0.66,0.11,0.11,1.03
1777,tyfoon,20.0,3136,46.5,3338,0.94,79.2,3.3,176,4486,0.7,0.16,0.74,0.13,0.12,1.04
1778,d34dr0ck,21.0,443,60.7,460,0.96,68.6,3.8,25,695,0.64,0.12,0.66,0.08,0.1,0.99
1779,SOKER,28.0,11378,42.5,11813,0.96,75.6,2.8,639,16759,0.68,0.15,0.7,0.12,0.11,0.97
1780,mango,17.0,2039,53.3,2146,0.95,73.1,3.9,116,3072,0.66,0.13,0.7,0.11,0.12,1.01
1781,f4stzin,22.0,6272,55.9,6558,0.96,74.7,2.6,341,9210,0.68,0.13,0.71,0.11,0.09,1.03
1782,gbb,19.0,522,45.8,576,0.91,80.0,4.4,29,755,0.69,0.15,0.76,0.1,0.12,1.02
1784,DEVIL,27.0,11006,48.2,11297,0.97,73.3,3.7,636,16582,0.66,0.13,0.68,0.1,0.09,0.97
1785,airscape,21.0,1393,56.1,1417,0.98,72.0,3.6,79,2123,0.66,0.1,0.67,0.09,0.11,1.01
1786,BouLy,25.0,3088,53.6,3268,0.94,72.5,2.1,172,4496,0.69,0.14,0.73,0.11,0.09,0.97
1787,MAIROLLS,23.0,8516,49.1,8729,0.98,73.2,3.5,495,12791,0.67,0.13,0.68,0.1,0.1,1.02
1788,ossada,27.0,1766,31.1,1804,0.98,70.2,1.6,103,2625,0.67,0.11,0.69,0.09,0.1,1.01
1789,Lenny,26.0,351,33.6,366,0.96,75.4,3.3,20,527,0.67,0.16,0.69,0.07,0.1,1.01
1790,C4rlito,26.0,407,54.8,440,0.93,72.3,1.4,24,602,0.68,0.12,0.73,0.13,0.12,1.0
1791,seized,27.0,26028,45.7,26621,0.98,72.6,5.4,1489,39178,0.66,0.15,0.68,0.08,0.07,0.97
1792,fara,24.0,3951,48.9,4132,0.96,79.8,5.7,218,5678,0.7,0.16,0.73,0.11,0.09,1.07
1793,Surreal,25.0,24229,43.2,24889,0.97,72.5,3.3,1406,36832,0.66,0.13,0.68,0.1,0.09,0.97
1794,LaNrefNi,23.0,1426,50.3,1460,0.98,72.5,3.8,82,2157,0.66,0.13,0.68,0.11,0.1,0.97
1795,Fog,24.0,1293,40.9,1348,0.96,70.5,4.2,85,1977,0.65,0.12,0.68,0.11,0.1,0.99
1796,temk4wow,29.0,1187,52.2,1241,0.96,75.8,3.4,64,1723,0.69,0.11,0.72,0.07,0.08,1.0
1797,gabesson,31.0,7943,42.1,8207,0.97,76.0,4.6,441,11654,0.68,0.16,0.7,0.11,0.11,0.97
1798,pesadelo,22.0,9112,44.4,9541,0.96,75.6,6.1,516,13474,0.68,0.14,0.71,0.1,0.09,1.02
1799,haflex,24.0,3197,48.2,3289,0.97,74.0,3.4,187,4795,0.67,0.13,0.69,0.1,0.1,1.01
1800,DILLION1,26.0,3956,43.7,4065,0.97,69.0,2.6,231,6017,0.66,0.11,0.68,0.09,0.09,0.99
1801,asYLum,21.0,765,57.3,796,0.96,74.2,5.1,44,1131,0.68,0.11,0.7,0.08,0.1,1.0
1802,pier,22.0,1045,39.2,1086,0.96,74.7,3.2,61,1544,0.68,0.15,0.7,0.12,0.15,0.97
1803,misutaaa,18.0,6310,54.8,6533,0.97,69.1,2.8,372,9811,0.64,0.11,0.67,0.12,0.11,1.01
1804,chop,19.0,5770,53.8,5947,0.97,72.0,4.8,328,8739,0.66,0.13,0.68,0.11,0.11,1.01
1805,takej,21.0,4182,64.2,4323,0.97,74.1,3.5,245,6227,0.67,0.13,0.69,0.13,0.12,1.04
1806,alexze,31.0,1114,51.9,1187,0.94,72.5,2.0,64,1622,0.69,0.13,0.73,0.09,0.1,0.97
1807,Mayker,23.0,7380,49.1,7600,0.97,72.9,4.6,433,11216,0.66,0.13,0.68,0.1,0.1,1.01
1808,Senyour,23.0,436,50.7,457,0.95,75.9,1.7,25,636,0.69,0.12,0.72,0.11,0.09,1.03
1809,StyroN,20.0,1577,44.1,1616,0.98,73.8,3.2,90,2335,0.68,0.12,0.69,0.1,0.1,1.01
1810,Julie,31.0,977,45.3,1014,0.96,79.4,4.9,55,1446,0.68,0.17,0.7,0.1,0.08,0.97
1811,zur1s,23.0,413,30.3,412,1.0,68.8,2.8,24,618,0.67,0.08,0.67,0.11,0.12,1.0
1812,nexar,18.0,2117,46.0,2175,0.97,75.0,4.4,126,3183,0.67,0.13,0.68,0.1,0.11,1.02
1813,Pro.,33.0,5556,48.8,5634,0.99,72.6,5.0,329,8534,0.65,0.14,0.66,0.11,0.1,1.03
1814,Kryptix,26.0,1951,43.5,1983,0.98,70.7,5.1,113,2998,0.65,0.15,0.66,0.11,0.13,0.97
1815,Fr3nk1e,22.0,1369,56.5,1443,0.95,74.6,3.9,78,1995,0.69,0.1,0.72,0.1,0.1,1.0
1816,florgy,21.0,619,46.4,662,0.94,76.3,4.0,33,893,0.69,0.14,0.74,0.12,0.13,0.99
1817,KHRN,32.0,15822,48.0,16067,0.98,71.0,4.7,935,24443,0.65,0.14,0.66,0.1,0.1,0.97
1818,cookie,26.0,2573,37.2,2693,0.96,71.5,2.3,151,3855,0.67,0.11,0.7,0.08,0.08,0.97
1819,tomi,22.0,4202,49.3,4362,0.96,72.9,3.8,243,6234,0.67,0.14,0.7,0.1,0.1,1.01
1820,wils0n,26.0,1518,44.5,1536,0.99,69.3,3.6,91,2365,0.64,0.12,0.65,0.11,0.12,1.01
1821,Nyuma,21.0,863,42.8,874,0.99,74.9,2.4,49,1274,0.68,0.12,0.69,0.08,0.1,1.0
1822,trace,31.0,2017,51.0,2009,1.0,73.8,7.5,125,3109,0.65,0.16,0.65,0.14,0.13,0.97
1823,GATICA,28.0,748,37.6,788,0.95,75.0,4.7,41,1078,0.69,0.12,0.73,0.08,0.09,1.03
1824,RenZ,19.0,2614,48.9,2742,0.95,75.5,3.0,146,3769,0.69,0.13,0.73,0.12,0.14,1.02
1826,DVDOV,22.0,1475,40.3,1478,1.0,72.8,3.3,85,2227,0.66,0.1,0.66,0.07,0.09,1.0
1827,Leaf,27.0,6618,44.2,6689,0.99,72.1,3.5,398,10120,0.65,0.13,0.66,0.09,0.08,1.02
1828,elo,24.0,1671,43.0,1710,0.98,71.7,1.4,100,2543,0.66,0.13,0.67,0.09,0.1,1.0
1829,tallaj,16.0,375,49.3,379,0.99,72.0,4.2,21,554,0.68,0.09,0.68,0.11,0.12,1.01
1830,lux,19.0,1593,52.9,1652,0.96,74.0,3.9,86,2366,0.67,0.12,0.7,0.09,0.12,1.02
1831,SEMINTE,24.0,10693,49.2,11101,0.96,72.4,3.0,618,16169,0.66,0.13,0.69,0.09,0.1,0.97
1832,kyxsan,21.0,2744,46.6,2859,0.96,76.1,7.0,152,4061,0.68,0.14,0.7,0.1,0.08,1.03
1833,Martin,21.0,2880,50.2,2986,0.96,72.1,2.0,160,4365,0.66,0.12,0.68,0.1,0.1,1.01
1834,starix,34.0,10761,47.6,11002,0.98,73.5,3.8,625,16451,0.65,0.14,0.67,0.09,0.09,0.97
1835,prakM,25.0,4469,45.4,4693,0.95,77.3,4.2,257,6639,0.67,0.15,0.71,0.09,0.08,0.97
1836,kr4sylya,20.0,950,57.4,965,0.98,68.9,3.0,60,1475,0.64,0.11,0.65,0.09,0.12,0.99
1837,reltuC,33.0,14788,40.5,14862,1.0,73.3,3.7,865,22664,0.65,0.15,0.66,0.09,0.1,0.97
1838,wenton,28.0,3349,55.5,3466,0.97,72.7,2.9,198,5129,0.65,0.15,0.68,0.12,0.11,0.97
1839,ChroniC,25.0,353,32.9,383,0.92,68.8,2.4,20,535,0.66,0.14,0.72,0.07,0.08,0.97
1841,rood,25.0,1696,42.7,1780,0.95,76.6,5.3,97,2522,0.67,0.14,0.71,0.09,0.09,1.02
1842,The eLiVe,23.0,6313,53.3,6455,0.98,71.7,4.4,362,9749,0.65,0.13,0.66,0.1,0.1,1.01
1843,LUCAS1,26.0,15923,47.0,16381,0.97,76.7,3.9,934,24242,0.66,0.16,0.68,0.1,0.09,0.97
1844,ed101,33.0,4104,44.1,4271,0.96,73.3,3.8,244,6127,0.67,0.15,0.7,0.1,0.11,0.97
1845,Ttyke,18.0,1202,57.6,1292,0.93,74.8,2.6,67,1751,0.69,0.13,0.74,0.11,0.11,1.01
1846,Bymas,18.0,5072,49.8,5087,1.0,69.8,2.8,300,8067,0.63,0.12,0.63,0.1,0.1,1.02
1847,Electro,21.0,949,46.6,975,0.97,72.1,3.7,54,1420,0.67,0.1,0.69,0.08,0.08,1.02
1869,Ex3rcice,21.0,3175,55.2,3250,0.98,67.9,4.0,191,5022,0.63,0.11,0.65,0.1,0.1,0.99
1870,t1to,23.0,1311,49.9,1358,0.97,71.5,3.6,77,1996,0.66,0.12,0.68,0.11,0.1,1.01
1871,Hyper,31.0,11144,41.8,11311,0.99,69.9,2.8,646,16949,0.66,0.12,0.67,0.08,0.08,0.96
1872,dug,25.0,735,43.7,741,0.99,70.0,3.5,44,1131,0.65,0.11,0.66,0.09,0.11,0.98
1873,JESMUND,26.0,699,46.5,729,0.96,77.4,4.7,40,1029,0.68,0.17,0.71,0.11,0.09,0.96
1874,KS,26.0,4087,44.6,4216,0.97,73.9,3.9,238,6134,0.67,0.14,0.69,0.11,0.1,0.96
1875,F1n3tw,22.0,774,54.0,791,0.98,72.2,4.3,47,1206,0.64,0.13,0.66,0.11,0.1,0.99
1876,BLUEE,24.0,3594,42.8,3679,0.98,73.3,4.1,205,5374,0.67,0.14,0.68,0.12,0.13,0.96
1877,renatoohaxx,26.0,4932,49.7,5319,0.93,81.2,4.8,266,7064,0.7,0.16,0.75,0.12,0.1,1.06
1878,voidex,21.0,1855,58.8,1981,0.94,74.4,3.9,105,2743,0.68,0.12,0.72,0.1,0.1,1.01
1879,Maniac,31.0,14478,39.4,14866,0.97,74.4,2.1,837,22049,0.66,0.14,0.67,0.08,0.08,0.96
1880,maRky,26.0,5766,58.7,6041,0.95,74.0,3.9,332,8650,0.67,0.12,0.7,0.09,0.09,0.96
1881,ichibaNNN,27.0,1631,58.1,1672,0.98,76.6,2.6,89,2376,0.69,0.14,0.7,0.09,0.08,1.03
1882,SmithZz,33.0,19726,41.4,20269,0.97,66.1,2.3,1161,30130,0.65,0.14,0.67,0.1,0.08,0.96
1883,TheM4N,25.0,1543,48.8,1585,0.97,76.0,4.6,88,2281,0.68,0.15,0.69,0.09,0.09,1.03
1884,nooky,35.0,3274,46.9,3318,0.99,88.1,8.3,192,4994,0.66,0.19,0.66,0.08,0.11,0.96
1885,chopper,24.0,17722,57.5,18167,0.98,72.2,4.3,1027,27181,0.65,0.13,0.67,0.1,0.08,0.96
1886,Laes,17.0,1732,54.6,1829,0.95,74.7,4.3,101,2564,0.68,0.13,0.71,0.11,0.11,1.01
1887,ProbLeM,23.0,8878,48.9,9130,0.97,74.4,4.6,497,13492,0.66,0.13,0.68,0.1,0.09,1.03
1888,HiSTELI,26.0,715,47.4,744,0.96,69.4,1.7,41,1077,0.66,0.15,0.69,0.07,0.09,0.96
1889,Sparta,25.0,513,49.3,550,0.93,74.0,4.4,29,759,0.68,0.14,0.72,0.09,0.09,0.97
1890,granzales,24.0,823,49.2,868,0.95,76.4,4.9,48,1206,0.68,0.16,0.72,0.08,0.08,0.96
1892,Del,22.0,735,54.4,793,0.93,78.1,5.1,43,1055,0.7,0.16,0.75,0.12,0.1,1.03
1893,spacca,32.0,4628,28.7,4613,1.0,64.4,3.2,291,7469,0.62,0.1,0.62,0.1,0.08,0.96
1894,Scottiyio,20.0,1366,39.8,1433,0.95,73.6,4.2,77,2055,0.66,0.14,0.7,0.11,0.1,1.03
1895,Salted,22.0,999,40.6,1054,0.95,72.2,2.7,56,1489,0.67,0.13,0.71,0.1,0.11,1.01
1896,b0ychild,30.0,2057,35.8,2132,0.96,71.6,3.6,117,3075,0.67,0.1,0.69,0.09,0.08,0.96
1897,rugrat,22.0,1676,46.8,1776,0.94,72.8,2.1,96,2488,0.67,0.14,0.71,0.12,0.11,1.02
1898,malle,24.0,1100,38.8,1105,1.0,69.8,3.0,63,1661,0.66,0.1,0.67,0.1,0.08,0.96
1899,xns,22.0,3717,57.8,3883,0.96,74.4,4.1,216,5601,0.66,0.13,0.69,0.1,0.11,1.03
