,player_name,player_age,Total_kills,Headshot_in_%,Total_deaths,Kills_deaths,Damage_in_Round,Grenade_dmg_in_Round,Maps_played,Rounds_played,Kills_in_round,Assists_in_round,Deaths_in_round,Saved_by_teammate_in_round,Saved_teammates_in_round,Rating
3128,RICHIE,24.0,723,43.8,860,0.84,66.5,2.7,48,1205,0.6,0.12,0.71,0.12,0.13,0.89
3129,tanxiaomei,22.0,492,56.5,586,0.84,63.4,3.2,34,833,0.59,0.1,0.7,0.1,0.12,0.89
3130,Koro,21.0,922,56.8,1108,0.83,72.5,1.0,58,1417,0.65,0.12,0.78,0.12,0.1,0.93
3131,HooXi,26.0,10836,49.8,12733,0.85,68.6,5.9,690,18470,0.59,0.14,0.69,0.09,0.08,0.87
3132,Mairel,23.0,509,48.5,588,0.87,62.3,3.8,32,876,0.58,0.12,0.67,0.13,0.1,0.89
3133,Demonos,25.0,1031,40.7,1208,0.85,70.9,4.3,66,1715,0.6,0.14,0.7,0.11,0.09,0.94
3134,kyson,21.0,922,52.3,1107,0.83,68.9,3.2,59,1491,0.62,0.12,0.74,0.08,0.12,0.89
3135,CHEHOL,23.0,1685,58.8,2047,0.82,69.8,2.3,107,2657,0.63,0.12,0.77,0.1,0.1,0.91
3136,w0w,24.0,1125,54.7,1310,0.86,64.4,3.0,73,1920,0.59,0.11,0.68,0.11,0.1,0.92
3137,MistikyM,26.0,1583,64.3,1937,0.82,74.5,4.3,97,2514,0.63,0.15,0.77,0.08,0.08,0.91
3138,SHiNE,19.0,1016,50.3,1201,0.85,67.9,5.1,66,1712,0.59,0.13,0.7,0.12,0.08,0.93
3139,xAims,29.0,610,57.5,728,0.84,67.8,3.4,40,1020,0.6,0.13,0.71,0.1,0.11,0.87
3140,yb,30.0,797,39.5,909,0.88,65.0,4.2,57,1424,0.56,0.15,0.64,0.08,0.09,0.93
3141,Falcon,21.0,1078,54.0,1274,0.85,68.5,4.2,67,1750,0.62,0.12,0.73,0.11,0.09,0.93
3142,coMplot,28.0,1001,47.6,1191,0.84,70.1,6.2,66,1693,0.59,0.15,0.7,0.1,0.08,0.93
3143,hk0n,26.0,1508,53.4,1804,0.84,70.7,1.6,95,2428,0.62,0.13,0.74,0.11,0.1,0.87
3144,Lastík,23.0,812,39.8,949,0.86,72.9,3.2,51,1367,0.59,0.16,0.69,0.1,0.09,0.97
3145,pablusa,25.0,1220,52.3,1435,0.85,70.7,3.2,74,1957,0.62,0.13,0.73,0.1,0.08,0.92
3146,eMy,23.0,376,39.4,441,0.85,64.9,3.1,23,627,0.6,0.09,0.7,0.08,0.1,0.88
3147,Bouchard,26.0,657,42.5,778,0.84,69.5,3.6,47,1066,0.62,0.13,0.73,0.12,0.1,0.93
3148,MjAAY,24.0,488,52.3,579,0.84,68.6,3.4,31,813,0.6,0.13,0.71,0.08,0.09,0.91
3149,Torres,25.0,985,49.3,1151,0.86,66.3,2.7,62,1643,0.6,0.11,0.7,0.11,0.09,0.91
3150,asia,29.0,400,49.0,487,0.82,75.2,2.4,25,607,0.66,0.1,0.8,0.07,0.11,0.87
3151,sayonara,28.0,1309,46.1,1545,0.85,69.5,5.8,82,2142,0.61,0.15,0.72,0.1,0.09,0.87
3152,TOBIZ,26.0,3659,45.8,4278,0.86,70.0,5.2,230,6266,0.58,0.14,0.68,0.11,0.09,0.94
3153,N1GHTMARE,31.0,1306,51.8,1521,0.86,68.5,2.8,84,2168,0.6,0.14,0.7,0.09,0.07,0.87
3154,bloody wolf,22.0,758,52.4,914,0.83,71.2,2.9,47,1228,0.62,0.13,0.74,0.08,0.08,0.92
3156,sfX,32.0,1596,29.9,1934,0.83,68.9,6.3,105,2632,0.61,0.13,0.73,0.09,0.06,0.87
3157,juricM,31.0,3038,38.4,3656,0.83,68.2,3.7,198,4985,0.61,0.13,0.73,0.09,0.08,0.87
3158,Limpone,23.0,1903,41.5,2244,0.85,69.6,1.9,116,3103,0.61,0.12,0.72,0.09,0.08,0.93
3159,MomentPlz,28.0,1651,48.8,1952,0.85,70.2,4.6,108,2802,0.59,0.16,0.7,0.09,0.07,0.87
3160,shutout,23.0,604,40.2,738,0.82,67.6,4.9,40,985,0.61,0.11,0.75,0.09,0.09,0.88
3161,ZipZip,25.0,1489,42.5,1763,0.84,64.4,3.2,98,2538,0.59,0.11,0.69,0.11,0.09,0.91
3162,slipary,20.0,940,51.2,1106,0.85,69.0,3.3,61,1510,0.62,0.11,0.73,0.11,0.12,0.91
3163,Jerppa,18.0,402,59.7,478,0.84,69.1,3.7,25,651,0.62,0.1,0.73,0.1,0.1,0.9
3164,deqny,18.0,1134,54.7,1324,0.86,64.4,3.5,74,1887,0.6,0.11,0.7,0.11,0.13,0.9
3165,FaSHo,29.0,491,35.8,588,0.84,69.4,2.8,32,787,0.62,0.12,0.75,0.1,0.07,0.92
3166,Šego,21.0,597,44.4,707,0.84,70.1,3.0,36,981,0.61,0.14,0.72,0.11,0.08,0.94
3167,TK,26.0,579,31.8,691,0.84,70.3,5.3,37,953,0.61,0.16,0.73,0.1,0.07,0.9
3168,Jonesy,25.0,560,41.8,672,0.83,69.6,5.4,34,899,0.62,0.13,0.75,0.12,0.08,0.92
3169,SKip,28.0,905,57.2,1058,0.86,67.9,4.1,56,1517,0.6,0.13,0.7,0.09,0.08,0.91
3170,REAZN,33.0,464,52.8,539,0.86,64.4,4.2,31,772,0.6,0.12,0.7,0.09,0.13,0.86
3171,ivrchy,27.0,1146,47.0,1368,0.84,67.0,2.2,67,1854,0.62,0.11,0.74,0.11,0.09,0.92
3172,norison,25.0,1418,46.0,1665,0.85,69.1,3.7,91,2314,0.61,0.14,0.72,0.1,0.08,0.86
3173,FrostayK,23.0,4690,51.0,5460,0.86,67.1,4.7,308,7957,0.59,0.13,0.69,0.11,0.12,0.93
3174,T4RG3T,18.0,819,51.0,960,0.85,67.7,3.9,52,1408,0.58,0.14,0.68,0.12,0.08,0.95
3175,dejavux,27.0,871,42.3,1022,0.85,62.8,2.5,59,1514,0.58,0.13,0.68,0.08,0.08,0.86
3176,trigy,29.0,579,46.3,686,0.84,64.0,0.0,37,931,0.62,0.16,0.74,0.13,0.09,0.86
3177,Shoey,21.0,780,42.8,930,0.84,65.3,5.0,52,1314,0.59,0.12,0.71,0.11,0.12,0.9
3178,n1nnx,26.0,372,37.9,460,0.81,64.8,3.2,25,610,0.61,0.16,0.75,0.11,0.09,0.86
3179,moop,31.0,2057,47.1,2463,0.84,71.8,5.0,130,3402,0.6,0.16,0.72,0.11,0.07,0.94
3180,Rita,31.0,3159,42.5,3744,0.84,70.3,4.2,204,5145,0.61,0.15,0.73,0.1,0.09,0.86
3181,zrkk,18.0,378,57.4,462,0.82,70.7,3.8,24,624,0.61,0.13,0.74,0.08,0.09,0.91
3182,bomez,30.0,642,40.8,759,0.85,71.1,3.7,42,1029,0.62,0.12,0.74,0.13,0.11,0.86
3183,SolGoat,23.0,643,46.0,769,0.84,65.0,4.9,42,1084,0.59,0.12,0.71,0.12,0.09,0.91
3184,vts,28.0,722,44.6,848,0.85,68.0,4.7,45,1203,0.6,0.14,0.7,0.13,0.1,0.94
3187,dqyks,30.0,485,54.2,577,0.84,69.1,2.0,31,767,0.63,0.12,0.75,0.11,0.11,0.92
3188,paketa,25.0,633,37.0,736,0.86,63.3,3.5,43,1118,0.57,0.11,0.66,0.09,0.09,0.9
3189,SandpitTurtle,26.0,601,47.3,707,0.85,70.4,3.1,40,992,0.61,0.13,0.71,0.09,0.11,0.86
3190,gatito,27.0,1844,53.1,2179,0.85,68.8,3.6,118,3063,0.6,0.14,0.71,0.12,0.08,0.94
3191,mouseTT,28.0,2162,52.7,2576,0.84,69.6,3.9,143,3644,0.59,0.14,0.71,0.07,0.08,0.86
3192,Noxio,22.0,1896,53.0,2222,0.85,67.9,3.1,119,3136,0.6,0.13,0.71,0.11,0.09,0.93
3193,threeman,33.0,1380,42.7,1617,0.85,69.7,3.6,88,2252,0.61,0.14,0.72,0.1,0.1,0.86
3194,def,26.0,9243,41.8,10836,0.85,67.4,3.4,605,15797,0.59,0.14,0.69,0.11,0.08,0.86
3195,FoDa,28.0,3073,44.0,3689,0.83,70.3,6.3,191,5024,0.61,0.17,0.73,0.09,0.08,0.86
3196,Mumu,25.0,1059,50.0,1270,0.83,71.6,1.9,68,1681,0.63,0.12,0.76,0.08,0.1,0.91
3197,calel,23.0,561,41.7,663,0.85,65.5,1.9,36,909,0.62,0.1,0.73,0.09,0.08,0.9
3199,Magic1an,20.0,381,56.7,450,0.85,68.3,3.5,24,631,0.6,0.12,0.71,0.1,0.1,0.92
3200,minio,22.0,1471,62.4,1774,0.83,64.6,2.9,96,2455,0.6,0.12,0.72,0.1,0.1,0.86
3201,n1ck,34.0,708,45.1,854,0.83,68.9,4.8,46,1188,0.6,0.15,0.72,0.1,0.07,0.89
3202,Fiziq,21.0,2839,43.0,3380,0.84,64.2,3.6,186,4808,0.59,0.11,0.7,0.11,0.09,0.92
3203,Nextwins,28.0,579,41.3,670,0.86,64.8,0.8,39,982,0.59,0.13,0.68,0.09,0.08,0.93
3204,KenNee,23.0,1018,52.0,1234,0.82,67.2,4.5,67,1658,0.61,0.1,0.74,0.09,0.11,0.87
3205,Styff,26.0,524,47.3,642,0.82,69.8,3.1,33,847,0.62,0.12,0.76,0.11,0.07,0.86
3206,Wuzz,32.0,466,47.9,572,0.81,69.3,2.9,29,774,0.6,0.12,0.74,0.11,0.09,0.88
3207,Pred,22.0,469,49.0,569,0.82,69.3,3.6,31,757,0.62,0.11,0.75,0.08,0.06,0.87
3208,THRONE,26.0,1135,49.3,1352,0.84,70.7,4.7,73,1856,0.61,0.12,0.73,0.1,0.09,0.92
3209,makkeP,28.0,372,50.8,446,0.83,67.5,6.7,24,631,0.59,0.12,0.71,0.08,0.08,0.86
3210,brky,26.0,1470,39.7,1779,0.83,71.8,3.3,96,2381,0.62,0.13,0.75,0.1,0.09,0.86
3211,JoolzCheat,30.0,781,23.7,910,0.86,62.3,2.0,52,1309,0.6,0.08,0.7,0.1,0.1,0.91
3212,Mingovi,22.0,1057,51.2,1275,0.83,67.7,4.3,66,1732,0.61,0.13,0.74,0.11,0.09,0.92
3213,4ourgot010,23.0,340,43.8,404,0.84,71.3,1.0,20,541,0.63,0.12,0.75,0.1,0.07,0.91
3215,darchevile,22.0,658,44.2,794,0.83,69.9,3.5,38,1078,0.61,0.14,0.74,0.13,0.1,0.94
3216,emode,31.0,2610,47.6,3157,0.83,69.5,5.1,162,4261,0.61,0.14,0.74,0.12,0.09,0.86
3217,dgn,27.0,533,45.6,634,0.84,67.9,3.9,34,895,0.6,0.13,0.71,0.1,0.09,0.91
3218,vhL,24.0,407,50.6,493,0.83,67.2,3.7,25,674,0.6,0.13,0.73,0.11,0.12,0.89
3219,Lyt,21.0,486,32.5,587,0.83,63.3,1.0,32,786,0.62,0.09,0.75,0.11,0.09,0.9
3220,KAKAROT,20.0,304,45.1,367,0.83,70.0,3.5,20,505,0.6,0.13,0.73,0.11,0.11,0.9
3221,ManaN,28.0,657,52.2,781,0.84,73.2,4.3,42,1057,0.62,0.16,0.74,0.11,0.09,0.86
3222,stainzin,19.0,352,54.0,429,0.82,62.7,2.3,24,626,0.56,0.1,0.69,0.1,0.06,0.91
3224,Se3ker,22.0,646,50.3,790,0.82,71.2,3.0,40,1056,0.61,0.13,0.75,0.1,0.1,0.92
3226,EmaDlz,19.0,1827,56.8,2187,0.84,70.7,3.8,118,2957,0.62,0.14,0.74,0.11,0.1,0.93
3227,Juventa,34.0,892,45.3,1086,0.82,71.3,4.9,56,1459,0.61,0.16,0.74,0.1,0.1,0.86
3230,Gruvee,26.0,1511,46.3,1778,0.85,69.3,3.8,99,2529,0.6,0.14,0.7,0.11,0.07,0.86
3231,Dewid,32.0,1417,48.8,1698,0.83,71.8,5.0,95,2347,0.6,0.16,0.72,0.1,0.09,0.86
3232,hoax,23.0,1108,46.2,1305,0.85,68.8,4.2,71,1853,0.6,0.12,0.7,0.09,0.08,0.93
3233,zoneR,34.0,1669,52.3,1988,0.84,64.4,4.0,102,2735,0.61,0.16,0.73,0.12,0.07,0.86
3234,NexFox,26.0,567,44.6,654,0.87,61.9,2.3,40,1031,0.55,0.11,0.63,0.09,0.1,0.9
3235,Delaney,24.0,808,47.3,964,0.84,67.5,2.7,52,1343,0.6,0.12,0.72,0.09,0.1,0.91
3236,kalashz0r,28.0,427,45.7,522,0.82,70.1,7.2,27,699,0.61,0.13,0.75,0.09,0.07,0.88
3237,katam0n,24.0,374,35.6,451,0.83,66.5,2.2,24,612,0.61,0.14,0.74,0.1,0.09,0.9
3239,Alx,26.0,422,49.5,495,0.85,63.5,3.0,28,730,0.58,0.13,0.68,0.11,0.08,0.91
3240,exebatya,22.0,318,57.5,367,0.87,65.7,3.4,20,543,0.59,0.14,0.68,0.1,0.1,0.95
3241,BELCHONOKK,17.0,803,52.3,987,0.81,70.5,4.2,55,1348,0.6,0.13,0.73,0.09,0.08,0.92
3242,djL,27.0,10263,47.3,11998,0.86,63.0,3.0,688,18180,0.56,0.12,0.66,0.1,0.08,0.91
3244,Senpai102k,21.0,493,44.4,591,0.83,67.9,3.7,30,823,0.6,0.11,0.72,0.09,0.08,0.89
3246,Devilwalk,30.0,6122,51.3,7223,0.85,69.8,3.9,400,10494,0.58,0.16,0.69,0.12,0.08,0.86
3247,m4jor,26.0,823,41.4,995,0.83,72.7,2.6,50,1291,0.64,0.14,0.77,0.11,0.08,0.93
3248,HIA,21.0,713,48.0,865,0.82,68.8,2.2,44,1147,0.62,0.12,0.75,0.13,0.14,0.93
3249,dVeeN,27.0,809,34.0,958,0.84,63.0,2.6,55,1389,0.58,0.09,0.69,0.1,0.1,0.88
3250,jrL,21.0,323,51.1,393,0.82,70.6,2.0,21,504,0.64,0.12,0.78,0.11,0.11,0.89
3251,scar,19.0,1160,56.0,1409,0.82,72.1,4.2,71,1844,0.63,0.14,0.76,0.14,0.13,0.94
3253,M4R777iN,29.0,1316,49.9,1551,0.85,66.4,2.3,87,2255,0.58,0.13,0.69,0.09,0.11,0.9
3254,streaty,23.0,551,55.7,666,0.83,68.8,3.2,34,861,0.64,0.09,0.77,0.09,0.11,0.87
3255,psy,31.0,1080,37.1,1297,0.83,68.1,3.3,69,1830,0.59,0.14,0.71,0.1,0.1,0.91
3256,wuyu,21.0,1852,45.1,2243,0.83,68.0,1.8,115,3037,0.61,0.13,0.74,0.1,0.1,0.9
3257,RubeN,22.0,681,60.8,813,0.84,69.3,4.3,45,1141,0.6,0.13,0.71,0.1,0.09,0.93
3258,cidZzZ,21.0,735,53.2,871,0.84,67.8,4.3,44,1229,0.6,0.11,0.71,0.11,0.1,0.92
3259,vicktor,25.0,762,47.2,917,0.83,70.6,2.7,47,1231,0.62,0.13,0.74,0.09,0.06,0.92
3260,blaq,27.0,3519,54.7,4251,0.83,69.7,5.0,222,5835,0.6,0.14,0.73,0.12,0.1,0.93
3261,waneG,24.0,3588,44.7,4239,0.85,64.4,3.6,240,6204,0.58,0.13,0.68,0.12,0.1,0.86
3262,BLOODZ,28.0,4321,51.8,5065,0.85,63.3,5.3,289,7608,0.57,0.12,0.67,0.09,0.1,0.86
3263,jenson,29.0,1048,49.6,1274,0.82,69.0,3.0,65,1694,0.62,0.09,0.75,0.08,0.08,0.86
3264,Ar,24.0,980,52.9,1189,0.82,69.0,1.7,62,1601,0.61,0.12,0.74,0.1,0.1,0.91
3265,Akino,20.0,822,44.2,986,0.83,65.9,2.7,53,1376,0.6,0.12,0.72,0.1,0.11,0.89
3266,HellRose,31.0,1436,43.0,1766,0.81,76.5,4.7,87,2258,0.64,0.18,0.78,0.13,0.07,0.86
3267,AiM,20.0,356,65.4,428,0.83,68.5,2.8,24,593,0.6,0.13,0.72,0.11,0.09,0.92
3268,alecks,32.0,3600,43.7,4293,0.84,66.4,3.5,239,6228,0.58,0.14,0.69,0.1,0.08,0.86
3269,feddan,30.0,732,46.4,884,0.83,70.1,4.2,48,1196,0.61,0.15,0.74,0.11,0.08,0.86
3270,DEv,31.0,656,48.8,783,0.84,64.4,4.0,43,1136,0.58,0.12,0.69,0.08,0.09,0.86
3271,roa,28.0,358,48.6,452,0.79,76.6,2.4,22,569,0.63,0.15,0.79,0.09,0.1,0.86
3272,cheeseball,30.0,1869,42.7,2217,0.84,68.9,8.3,122,3179,0.59,0.15,0.7,0.09,0.1,0.92
3273,fakeS2,22.0,692,57.7,820,0.84,63.7,4.6,47,1205,0.57,0.11,0.68,0.11,0.12,0.9
3274,supa,26.0,1619,57.8,1951,0.83,69.3,3.4,105,2646,0.61,0.13,0.74,0.1,0.1,0.91
3275,Nulum,34.0,600,51.5,719,0.83,66.2,3.5,39,1019,0.59,0.14,0.71,0.09,0.13,0.86
3276,ArS,23.0,1077,50.4,1303,0.83,66.8,4.5,68,1822,0.59,0.12,0.72,0.09,0.09,0.9
3277,SAAGA,24.0,340,46.2,410,0.83,66.3,2.9,22,543,0.63,0.13,0.76,0.11,0.14,0.89
3278,Flash_1,26.0,1468,51.1,1758,0.84,68.6,4.9,97,2536,0.58,0.14,0.69,0.1,0.08,0.93
3280,revel,26.0,367,51.0,451,0.81,62.5,1.9,25,609,0.6,0.09,0.74,0.11,0.12,0.85
3281,nuga,33.0,2013,46.7,2429,0.83,56.5,3.4,135,3383,0.6,0.15,0.72,0.17,0.08,0.86
3282,kissinho,25.0,459,44.4,562,0.82,67.0,3.8,31,766,0.6,0.11,0.73,0.1,0.07,0.89
3283,bazooka,23.0,380,48.2,454,0.84,70.5,5.9,26,637,0.6,0.13,0.71,0.09,0.09,0.93
3284,shev,29.0,3504,59.4,4252,0.82,67.7,2.6,234,5835,0.6,0.12,0.73,0.11,0.1,0.85
3286,VEJAY,24.0,372,50.0,432,0.86,64.1,2.4,24,620,0.6,0.11,0.7,0.08,0.18,0.85
3287,blade,29.0,708,47.3,835,0.85,67.3,3.7,46,1179,0.6,0.12,0.71,0.1,0.09,0.9
3289,BeeTee,25.0,1579,42.7,1881,0.84,69.0,4.9,105,2649,0.6,0.15,0.71,0.1,0.08,0.9
3290,vergiL,29.0,465,40.0,572,0.81,65.9,2.0,30,766,0.61,0.14,0.75,0.09,0.1,0.85
3291,pogor3lov,17.0,1068,52.5,1259,0.85,64.8,4.2,75,1887,0.57,0.11,0.67,0.09,0.07,0.91
3292,ramuljas,27.0,817,30.4,1009,0.81,64.2,2.8,55,1393,0.59,0.1,0.72,0.09,0.09,0.89
3294,Kachot,23.0,407,46.2,496,0.82,71.3,5.1,26,665,0.61,0.15,0.75,0.09,0.09,0.9
3295,amen,22.0,493,50.9,590,0.84,67.6,2.4,29,801,0.62,0.12,0.74,0.11,0.13,0.91
3296,Twista,34.0,5863,35.9,7012,0.84,67.4,5.1,380,9970,0.59,0.16,0.7,0.09,0.09,0.85
3297,MUFFY,22.0,1134,52.9,1388,0.82,72.5,3.4,70,1832,0.62,0.14,0.76,0.1,0.09,0.93
3298,Gauthierlelelele,24.0,1051,45.9,1277,0.82,63.5,2.4,73,1862,0.56,0.12,0.69,0.1,0.09,0.9
3299,mag0o,25.0,1764,38.5,2131,0.83,68.1,2.2,111,2876,0.61,0.12,0.74,0.11,0.09,0.85
3300,NEX,30.0,1315,44.2,1568,0.84,66.1,4.2,85,2222,0.59,0.13,0.71,0.1,0.09,0.85
3301,WaH,25.0,288,29.5,336,0.86,60.4,3.4,21,467,0.62,0.16,0.72,0.1,0.06,0.85
3302,Daemos,32.0,513,41.7,625,0.82,68.6,3.0,31,828,0.62,0.12,0.75,0.08,0.09,0.91
3303,Oily,20.0,1050,50.3,1278,0.82,69.1,3.6,68,1726,0.61,0.13,0.74,0.11,0.11,0.91
3304,NiNo,23.0,385,34.8,456,0.84,64.4,2.4,26,644,0.6,0.12,0.71,0.11,0.09,0.92
3305,dav1g,20.0,2968,45.8,3556,0.83,65.8,5.1,199,5297,0.56,0.14,0.67,0.12,0.09,0.93
3307,busta,34.0,2228,46.9,2676,0.83,61.4,2.8,147,3793,0.59,0.1,0.71,0.1,0.09,0.85
3308,ioRek,33.0,1036,46.4,1223,0.85,79.1,4.8,71,1854,0.56,0.12,0.66,0.1,0.17,0.85
3309,BabyBoy,40.0,531,41.8,642,0.83,67.6,3.5,35,893,0.59,0.15,0.72,0.1,0.08,0.92
3310,ChanZ,27.0,443,62.8,539,0.82,69.5,4.1,27,718,0.62,0.13,0.75,0.11,0.1,0.89
3311,aurora,25.0,1266,41.4,1528,0.83,76.0,1.7,80,2056,0.62,0.15,0.74,0.12,0.12,0.85
3312,Vanto,25.0,341,54.5,410,0.83,67.4,7.6,22,542,0.63,0.2,0.76,0.14,0.08,0.85
3313,cheK,29.0,1189,41.8,1455,0.82,68.3,3.2,77,2013,0.59,0.14,0.72,0.12,0.11,0.85
3314,bichop,21.0,704,59.2,857,0.82,68.8,4.5,46,1164,0.6,0.12,0.74,0.12,0.1,0.91
3315,andrEX,26.0,991,52.3,1224,0.81,69.8,5.0,63,1665,0.6,0.14,0.74,0.08,0.09,0.88
3316,DiinKy,27.0,888,42.3,1084,0.82,67.0,1.6,57,1483,0.6,0.14,0.73,0.1,0.1,0.89
3317,jolietoG,24.0,438,39.3,536,0.82,70.6,2.4,28,713,0.61,0.13,0.75,0.1,0.09,0.92
3318,gotz,29.0,2654,42.9,3197,0.83,67.5,7.7,178,4513,0.59,0.14,0.71,0.1,0.07,0.91
3319,Black Dorf,21.0,375,55.2,452,0.83,68.5,3.2,25,623,0.6,0.14,0.73,0.13,0.09,0.91
3320,4k,25.0,357,53.2,433,0.82,69.6,1.4,22,574,0.62,0.11,0.75,0.1,0.1,0.91
3321,zeak,19.0,987,44.5,1213,0.81,69.9,5.1,62,1649,0.6,0.14,0.74,0.12,0.09,0.93
3322,gob b,34.0,14445,48.5,17256,0.84,66.6,6.0,975,25707,0.56,0.13,0.67,0.1,0.08,0.85
3324,Nexus,22.0,327,53.5,398,0.82,71.1,3.7,21,530,0.62,0.12,0.75,0.08,0.08,0.9
3325,nub,20.0,592,45.3,726,0.82,62.6,2.7,37,981,0.6,0.09,0.74,0.12,0.09,0.86
3326,CHANKY,22.0,1504,42.1,1827,0.82,71.8,6.0,93,2535,0.59,0.14,0.72,0.1,0.08,0.91
3327,129,35.0,552,37.7,677,0.82,68.9,3.0,37,924,0.6,0.14,0.73,0.11,0.11,0.93
3328,sonic,30.0,2547,49.5,3078,0.83,64.8,3.9,168,4454,0.57,0.13,0.69,0.08,0.07,0.85
3329,Hkta,21.0,1600,48.4,1946,0.82,68.7,6.0,102,2746,0.58,0.14,0.71,0.1,0.09,0.92
3331,Melloh,22.0,1024,54.1,1256,0.82,65.9,2.3,66,1730,0.59,0.12,0.73,0.11,0.09,0.88
3332,knarf,23.0,357,38.7,437,0.82,69.2,4.5,23,579,0.62,0.13,0.75,0.16,0.13,0.9
3334,Slemmy,31.0,6638,49.6,7951,0.83,63.7,3.2,445,11663,0.57,0.12,0.68,0.11,0.09,0.85
3335,torr,29.0,608,44.9,734,0.83,64.5,5.4,41,1048,0.58,0.13,0.7,0.1,0.09,0.85
3336,Slit,32.0,692,50.4,828,0.84,67.4,3.7,44,1152,0.6,0.14,0.72,0.08,0.08,0.89
3337,DinieX,25.0,319,48.0,374,0.85,69.8,3.6,21,531,0.6,0.13,0.7,0.09,0.11,0.93
3338,P1NG,26.0,493,38.7,589,0.84,61.4,3.7,37,904,0.55,0.12,0.65,0.1,0.08,0.88
3340,BobZ,19.0,2957,42.0,3545,0.83,67.1,4.8,187,5044,0.59,0.14,0.7,0.1,0.09,0.93
3341,Lieu,22.0,1037,53.3,1268,0.82,72.1,3.4,66,1651,0.63,0.15,0.77,0.13,0.1,0.94
3342,Raider,22.0,655,51.8,783,0.84,70.4,3.1,40,1057,0.62,0.12,0.74,0.12,0.09,0.92
3343,baal,31.0,498,40.6,592,0.84,72.6,3.7,31,789,0.63,0.16,0.75,0.09,0.12,0.94
3346,berg,25.0,3548,47.1,4252,0.83,66.6,3.9,230,6076,0.58,0.15,0.7,0.08,0.07,0.85
3347,roden,24.0,761,46.1,949,0.8,68.2,5.4,51,1281,0.59,0.14,0.74,0.1,0.08,0.85
3348,Trixit,28.0,413,37.8,501,0.82,66.5,2.1,28,687,0.6,0.11,0.73,0.09,0.08,0.88
3349,NiK0,17.0,405,55.6,500,0.81,70.6,5.3,27,669,0.61,0.13,0.75,0.1,0.09,0.92
3350,valentino,23.0,1278,35.1,1567,0.82,68.1,2.7,81,2145,0.6,0.13,0.73,0.1,0.1,0.9
3351,Art1st,21.0,1974,57.2,2405,0.82,66.4,2.5,126,3304,0.6,0.12,0.73,0.09,0.08,0.88
3352,WYRR,29.0,646,39.3,785,0.82,71.4,4.9,42,1059,0.61,0.15,0.74,0.1,0.09,0.85
3353,Typos,22.0,1926,48.7,2358,0.82,65.5,2.8,124,3270,0.59,0.11,0.72,0.1,0.09,0.89
3354,dukiiii,25.0,1631,51.9,2009,0.81,63.0,3.9,102,2683,0.61,0.14,0.75,0.1,0.07,0.85
3355,arNolder,26.0,330,32.1,391,0.84,67.8,3.7,21,557,0.59,0.14,0.7,0.11,0.06,0.94
3356,MkaeL,21.0,1939,45.7,2368,0.82,68.5,4.2,129,3310,0.59,0.14,0.72,0.13,0.1,0.92
3357,wkN,28.0,312,43.9,370,0.84,65.7,5.4,21,533,0.59,0.11,0.69,0.11,0.09,0.92
3358,Avirity,24.0,938,44.0,1143,0.82,68.8,2.6,57,1535,0.61,0.14,0.74,0.11,0.1,0.93
3359,dopamine,23.0,352,48.9,443,0.79,69.2,2.6,21,570,0.62,0.14,0.78,0.11,0.11,0.89
3360,haiVaan,28.0,794,52.8,960,0.83,67.5,3.8,53,1355,0.59,0.12,0.71,0.1,0.08,0.9
3361,zEVES,30.0,4779,48.6,5775,0.83,71.2,4.3,305,8061,0.59,0.14,0.72,0.1,0.08,0.85
3362,Viking,20.0,358,48.9,432,0.83,73.7,3.6,22,574,0.62,0.18,0.75,0.09,0.11,0.95
3363,Rv1,21.0,663,49.6,827,0.8,66.0,1.1,42,1109,0.6,0.12,0.75,0.13,0.12,0.88
3364,awwe,28.0,951,41.6,1150,0.83,83.1,7.0,61,1566,0.61,0.16,0.73,0.13,0.11,0.85
3365,henkez0t,29.0,434,39.6,536,0.81,68.8,4.5,30,730,0.59,0.14,0.73,0.11,0.1,0.85
3366,zypztw,23.0,2793,49.8,3387,0.82,66.7,3.9,176,4759,0.59,0.12,0.71,0.1,0.08,0.91
3367,peku,25.0,4357,43.5,5342,0.82,67.7,3.7,273,7324,0.59,0.13,0.73,0.09,0.07,0.9
3368,Snap,29.0,357,44.8,440,0.81,68.3,4.8,22,587,0.61,0.11,0.75,0.09,0.07,0.85
3369,HUNDZI,28.0,311,43.4,375,0.83,57.1,3.0,21,525,0.59,0.17,0.71,0.11,0.05,0.85
3370,V3nom,32.0,860,50.3,1056,0.81,67.2,3.2,56,1459,0.59,0.14,0.72,0.11,0.09,0.85
3371,Impact,24.0,283,49.5,347,0.82,64.2,2.3,20,483,0.59,0.1,0.72,0.12,0.12,0.87
3373,Dissonance,26.0,449,45.0,543,0.83,67.1,6.2,29,763,0.59,0.13,0.71,0.09,0.11,0.88
3374,Sparkle,24.0,438,43.2,542,0.81,65.3,2.8,28,721,0.61,0.09,0.75,0.1,0.08,0.85
3375,Dropzera,24.0,516,34.5,622,0.83,62.1,2.0,37,893,0.58,0.1,0.7,0.1,0.08,0.88
3376,MAD,18.0,1136,57.6,1411,0.81,69.2,2.7,69,1861,0.61,0.13,0.76,0.11,0.1,0.89
3377,sherv,20.0,284,44.7,336,0.85,74.2,4.9,20,452,0.63,0.15,0.74,0.15,0.12,0.95
